id,name,description,image_url,max_stack
926,Light Gray Shulker Box,Light Gray Shulker Box,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_light_gray_shulker_box.png,1
927,Light Gray Stained Glass,Light Gray Stained Glass,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_light_gray_stained_glass.png,64
928,Light Gray Stained Glass Pane,Light Gray Stained Glass Pane,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_light_gray_stained_glass_pane.png,64
929,Light Gray Terracotta,Light Gray Terracotta,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_light_gray_terracotta.png,64
930,Light Gray Wool,Light Gray Wool,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_light_gray_wool.png,64
931,Light Weighted Pressure Plate,Light Weighted Pressure Plate,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_light_weighted_pressure_plate.png,64
932,Lightning Rod,Lightning Rod,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lightning_rod.png,64
933,Lilac,Lilac,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lilac.png,64
934,Lily of the Valley,Lily of the Valley,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lily_of_the_valley.png,64
935,Lily Pad,Lily Pad,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lily_pad.png,64
936,Lime Banner,Lime Banner,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_banner.png,16
937,Lime Bed,Lime Bed,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_bed.png,1
938,Lime Bundle,Lime Bundle,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_bundle.png,1
939,Lime Candle,Lime Candle,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_candle.png,64
940,Lime Carpet,Lime Carpet,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_carpet.png,64
941,Lime Concrete,Lime Concrete,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_concrete.png,64
942,Lime Concrete Powder,Lime Concrete Powder,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_concrete_powder.png,64
943,Lime Dye,Lime Dye,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_dye.png,64
944,Lime Glazed Terracotta,Lime Glazed Terracotta,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_glazed_terracotta.png,64
945,Lime Harness,Lime Harness,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_harness.png,1
946,Lime Shield,Lime Shield,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_shield.png,1
947,Lime Shulker Box,Lime Shulker Box,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_shulker_box.png,1
948,Lime Stained Glass,Lime Stained Glass,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_stained_glass.png,64
949,Lime Stained Glass Pane,Lime Stained Glass Pane,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_stained_glass_pane.png,64
950,Lime Terracotta,Lime Terracotta,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_terracotta.png,64
951,Lime Wool,Lime Wool,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lime_wool.png,64
952,Lingering Potion of Fire Resistance - Fire Resistance (0:45),Lingering Potion of Fire Resistance - Fire Resistance (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_fire_resistance_fire_resistance_0_45.png,1
953,Lingering Potion of Fire Resistance - Fire Resistance (2:00),Lingering Potion of Fire Resistance - Fire Resistance (2:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_fire_resistance_fire_resistance_2_00.png,1
954,Lingering Potion of Harming - Instant Damage,Lingering Potion of Harming - Instant Damage,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_harming_instant_damage.png,1
955,Lingering Potion of Harming - Instant Damage II,Lingering Potion of Harming - Instant Damage II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_harming_instant_damage_ii.png,1
956,Lingering Potion of Healing - Instant Health,Lingering Potion of Healing - Instant Health,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_healing_instant_health.png,1
957,Lingering Potion of Healing - Instant Health II,Lingering Potion of Healing - Instant Health II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_healing_instant_health_ii.png,1
958,Lingering Potion of Infestation - Infested (0:45),Lingering Potion of Infestation - Infested (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_infestation_infested_0_45.png,1
959,Lingering Potion of Invisibility - Invisibility (0:45),Lingering Potion of Invisibility - Invisibility (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_invisibility_invisibility_0_45.png,1
960,Lingering Potion of Invisibility - Invisibility (2:00),Lingering Potion of Invisibility - Invisibility (2:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_invisibility_invisibility_2_00.png,1
961,Lingering Potion of Leaping - Jump Boost (0:45),Lingering Potion of Leaping - Jump Boost (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_leaping_jump_boost_0_45.png,1
962,Lingering Potion of Leaping - Jump Boost (2:00),Lingering Potion of Leaping - Jump Boost (2:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_leaping_jump_boost_2_00.png,1
963,Lingering Potion of Leaping - Jump Boost II (0:22),Lingering Potion of Leaping - Jump Boost II (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_leaping_jump_boost_ii_0_22.png,1
964,Lingering Potion of Luck - Luck (1:15),Lingering Potion of Luck - Luck (1:15),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_luck_luck_1_15.png,1
965,Lingering Potion of Night Vision - Night Vision (0:45),Lingering Potion of Night Vision - Night Vision (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_night_vision_night_vision_0_45.png,1
966,Lingering Potion of Night Vision - Night Vision (2:00),Lingering Potion of Night Vision - Night Vision (2:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_night_vision_night_vision_2_00.png,1
967,Lingering Potion of Oozing - Oozing (0:45),Lingering Potion of Oozing - Oozing (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_oozing_oozing_0_45.png,1
968,Lingering Potion of Poison - Poison (0:11),Lingering Potion of Poison - Poison (0:11),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_poison_poison_0_11.png,1
969,Lingering Potion of Poison - Poison (0:22),Lingering Potion of Poison - Poison (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_poison_poison_0_22.png,1
970,Lingering Potion of Poison - Poison II (0:05),Lingering Potion of Poison - Poison II (0:05),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_poison_poison_ii_0_05.png,1
971,Lingering Potion of Regeneration - Regeneration (0:11),Lingering Potion of Regeneration - Regeneration (0:11),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_regeneration_regeneration_0_11.png,1
972,Lingering Potion of Regeneration - Regeneration (0:22),Lingering Potion of Regeneration - Regeneration (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_regeneration_regeneration_0_22.png,1
973,Lingering Potion of Regeneration - Regeneration II (0:05),Lingering Potion of Regeneration - Regeneration II (0:05),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_regeneration_regeneration_ii_0_05.png,1
974,Lingering Potion of Slow Falling - Slow Falling (0:22),Lingering Potion of Slow Falling - Slow Falling (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_slow_falling_slow_falling_0_22.png,1
975,Lingering Potion of Slow Falling - Slow Falling (1:00),Lingering Potion of Slow Falling - Slow Falling (1:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_slow_falling_slow_falling_1_00.png,1
976,Lingering Potion of Slowness - Slowness (0:22),Lingering Potion of Slowness - Slowness (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_slowness_slowness_0_22.png,1
977,Lingering Potion of Slowness - Slowness (1:00),Lingering Potion of Slowness - Slowness (1:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_slowness_slowness_1_00.png,1
978,Lingering Potion of Slowness - Slowness IV (0:05),Lingering Potion of Slowness - Slowness IV (0:05),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_slowness_slowness_iv_0_05.png,1
979,Lingering Potion of Strength - Strength (0:45),Lingering Potion of Strength - Strength (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_strength_strength_0_45.png,1
980,Lingering Potion of Strength - Strength (2:00),Lingering Potion of Strength - Strength (2:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_strength_strength_2_00.png,1
981,Lingering Potion of Strength - Strength II (0:23),Lingering Potion of Strength - Strength II (0:23),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_strength_strength_ii_0_23.png,1
982,Lingering Potion of Swiftness - Speed (0:45),Lingering Potion of Swiftness - Speed (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_swiftness_speed_0_45.png,1
983,Lingering Potion of Swiftness - Speed (2:00),Lingering Potion of Swiftness - Speed (2:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_swiftness_speed_2_00.png,1
984,Lingering Potion of Swiftness - Speed II (0:22),Lingering Potion of Swiftness - Speed II (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_swiftness_speed_ii_0_22.png,1
985,Lingering Potion of the Turtle Master - ... IV ... III (0:05),Lingering Potion of the Turtle Master - ... IV ... III (0:05),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_the_turtle_master_iv_iii_0_05.png,1
986,Lingering Potion of the Turtle Master - ... IV ... III (0:10),Lingering Potion of the Turtle Master - ... IV ... III (0:10),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_the_turtle_master_iv_iii_0_10.png,1
987,Lingering Potion of the Turtle Master - ... VI ... IV (0:05),Lingering Potion of the Turtle Master - ... VI ... IV (0:05),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_the_turtle_master_vi_iv_0_05.png,1
988,Lingering Potion of Water Breathing - Water Breathing (0:45),Lingering Potion of Water Breathing - Water Breathing (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_water_breathing_water_breathing_0_45.png,1
989,Lingering Potion of Water Breathing - Water Breathing (2:00),Lingering Potion of Water Breathing - Water Breathing (2:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_water_breathing_water_breathing_2_00.png,1
990,Lingering Potion of Weakness - Weakness (0:22),Lingering Potion of Weakness - Weakness (0:22),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_weakness_weakness_0_22.png,1
991,Lingering Potion of Weakness - Weakness (1:00),Lingering Potion of Weakness - Weakness (1:00),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_weakness_weakness_1_00.png,1
992,Lingering Potion of Weaving - Weaving (0:45),Lingering Potion of Weaving - Weaving (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_weaving_weaving_0_45.png,1
993,Lingering Potion of Wind Charging - Wind Charged (0:45),Lingering Potion of Wind Charging - Wind Charged (0:45),https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_potion_of_wind_charging_wind_charged_0_45.png,1
994,Lingering Water Bottle,Lingering Water Bottle,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lingering_water_bottle.png,1
995,Llama Spawn Egg,Llama Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_llama_spawn_egg.png,64
996,Lodestone,Lodestone,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lodestone.png,64
997,Lodestone Compass,Lodestone Compass,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_lodestone_compass.png,1
998,Loom,Loom,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_loom.png,64
999,Mace,Mace,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mace.png,1
1000,Magenta Banner,Magenta Banner,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_banner.png,16
1001,Magenta Bed,Magenta Bed,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_bed.png,1
1002,Magenta Bundle,Magenta Bundle,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_bundle.png,1
1003,Magenta Candle,Magenta Candle,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_candle.png,64
1004,Magenta Carpet,Magenta Carpet,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_carpet.png,64
1005,Magenta Concrete,Magenta Concrete,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_concrete.png,64
1006,Magenta Concrete Powder,Magenta Concrete Powder,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_concrete_powder.png,64
1007,Magenta Dye,Magenta Dye,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_dye.png,64
1008,Magenta Glazed Terracotta,Magenta Glazed Terracotta,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_glazed_terracotta.png,64
1009,Magenta Harness,Magenta Harness,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_harness.png,1
1010,Magenta Shield,Magenta Shield,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_shield.png,1
1011,Magenta Shulker Box,Magenta Shulker Box,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_shulker_box.png,1
1012,Magenta Stained Glass,Magenta Stained Glass,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_stained_glass.png,64
1013,Magenta Stained Glass Pane,Magenta Stained Glass Pane,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_stained_glass_pane.png,64
1014,Magenta Terracotta,Magenta Terracotta,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_terracotta.png,64
1015,Magenta Wool,Magenta Wool,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magenta_wool.png,64
1016,Magma Block,Magma Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magma_block.png,64
1017,Magma Cream,Magma Cream,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magma_cream.png,64
1018,Magma Cube Spawn Egg,Magma Cube Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_magma_cube_spawn_egg.png,64
1019,Mangrove Boat,Mangrove Boat,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_boat.png,1
1020,Mangrove Boat with Chest,Mangrove Boat with Chest,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_boat_with_chest.png,1
1021,Mangrove Button,Mangrove Button,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_button.png,64
1022,Mangrove Door,Mangrove Door,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_door.png,64
1023,Mangrove Fence,Mangrove Fence,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_fence.png,64
1024,Mangrove Fence Gate,Mangrove Fence Gate,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_fence_gate.png,64
1025,Mangrove Hanging Sign,Mangrove Hanging Sign,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_hanging_sign.png,16
1026,Mangrove Leaves,Mangrove Leaves,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_leaves.png,64
1027,Mangrove Log,Mangrove Log,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_log.png,64
1028,Mangrove Planks,Mangrove Planks,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_planks.png,64
1029,Mangrove Pressure Plate,Mangrove Pressure Plate,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_pressure_plate.png,64
1030,Mangrove Propagule,Mangrove Propagule,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_propagule.png,64
1031,Mangrove Roots,Mangrove Roots,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_roots.png,64
1032,Mangrove Shelf,Mangrove Shelf,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_shelf.png,64
1033,Mangrove Sign,Mangrove Sign,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_sign.png,16
1034,Mangrove Slab,Mangrove Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_slab.png,64
1035,Mangrove Stairs,Mangrove Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_stairs.png,64
1036,Mangrove Trapdoor,Mangrove Trapdoor,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_trapdoor.png,64
1037,Mangrove Wood,Mangrove Wood,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mangrove_wood.png,64
1038,Map,Map,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_map.png,64
1039,Medium Amethyst Bud,Medium Amethyst Bud,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_medium_amethyst_bud.png,64
1040,Melon,Melon,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_melon.png,64
1041,Melon Seeds,Melon Seeds,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_melon_seeds.png,64
1042,Melon Slice,Melon Slice,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_melon_slice.png,64
1043,Milk Bucket,Milk Bucket,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_milk_bucket.png,1
1044,Minecart,Minecart,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_minecart.png,1
1045,Minecart with Chest,Minecart with Chest,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_minecart_with_chest.png,1
1046,Minecart with Command Block,Minecart with Command Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_minecart_with_command_block.png,1
1047,Minecart with Furnaceâ€Œ,Minecart with Furnaceâ€Œ,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_minecart_with_furnace.png,1
1048,Minecart with Hopper,Minecart with Hopper,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_minecart_with_hopper.png,1
1049,Minecart with TNT,Minecart with TNT,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_minecart_with_tnt.png,1
1050,Miner Pottery Sherd,Miner Pottery Sherd,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_miner_pottery_sherd.png,64
1051,Monster Spawner,Monster Spawner,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_monster_spawner.png,64
1052,Mooshroom Spawn Egg,Mooshroom Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mooshroom_spawn_egg.png,64
1053,Moss Block,Moss Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_moss_block.png,64
1054,Moss Carpet,Moss Carpet,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_moss_carpet.png,64
1055,Mossy Cobblestone,Mossy Cobblestone,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_cobblestone.png,64
1056,Mossy Cobblestone Slab,Mossy Cobblestone Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_cobblestone_slab.png,64
1057,Mossy Cobblestone Stairs,Mossy Cobblestone Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_cobblestone_stairs.png,64
1058,Mossy Cobblestone Wall,Mossy Cobblestone Wall,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_cobblestone_wall.png,64
1059,Mossy Stone Brick Slab,Mossy Stone Brick Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_stone_brick_slab.png,64
1060,Mossy Stone Brick Stairs,Mossy Stone Brick Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_stone_brick_stairs.png,64
1061,Mossy Stone Brick Wall,Mossy Stone Brick Wall,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_stone_brick_wall.png,64
1062,Mossy Stone Bricks,Mossy Stone Bricks,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mossy_stone_bricks.png,64
1063,Mourner Pottery Sherd,Mourner Pottery Sherd,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mourner_pottery_sherd.png,64
1064,Mud,Mud,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mud.png,64
1065,Mud Brick Slab,Mud Brick Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mud_brick_slab.png,64
1066,Mud Brick Stairs,Mud Brick Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mud_brick_stairs.png,64
1067,Mud Brick Wall,Mud Brick Wall,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mud_brick_wall.png,64
1068,Mud Bricks,Mud Bricks,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mud_bricks.png,64
1069,Muddy Mangrove Roots,Muddy Mangrove Roots,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_muddy_mangrove_roots.png,64
1070,Mule Spawn Egg,Mule Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mule_spawn_egg.png,64
1071,Mundane Lingering Potion,Mundane Lingering Potion,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mundane_lingering_potion.png,1
1072,Mundane Potion,Mundane Potion,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mundane_potion.png,1
1073,Mundane Splash Potion,Mundane Splash Potion,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mundane_splash_potion.png,1
1074,Mushroom Stem,Mushroom Stem,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mushroom_stem.png,64
1075,Mushroom Stew,Mushroom Stew,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_mushroom_stew.png,1
1076,Music Disc - Aaron Cherof - Precipice,Music Disc - Aaron Cherof - Precipice,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_music_disc_aaron_cherof_precipice.png,1
